source_row,from_node,to_node,from_country,to_country,year,capacity_pci_pmi_gwh_per_day,capacity_advanced_gwh_per_day,source_id,source_locator,capacity_semantics,edge_id,edge_type,directed,traceable
594,PLh2nbc,DEh2,Poland,Germany,2040,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 594","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0246,backbone,True,True
596,PLh2nbc,LTh2,Poland,Lithuania,2030,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 596","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0247,backbone,True,True
597,PLh2nbc,LTh2,Poland,Lithuania,2040,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 597","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0248,backbone,True,True
608,LH2_Tk_PLN,PLh2N,Poland,Poland,2030,0.0,17.7,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 608","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0249,terminal_backbone,True,True
609,LH2_Tk_PLN,PLh2N,Poland,Poland,2040,0.0,17.7,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 609","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0250,terminal_backbone,True,True
626,PLh2N,PLh2S,Poland,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 626","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0251,backbone,True,True
627,PLh2N,PLh2S,Poland,Poland,2040,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 627","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0252,backbone,True,True
632,PLh2nbc,PLh2N,Poland,Poland,2030,100.0,150.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 632","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0253,backbone,True,True
633,PLh2nbc,PLh2N,Poland,Poland,2040,100.0,150.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 633","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0254,backbone,True,True
635,PLh2nbc,PLh2S,Poland,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 635","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0255,backbone,True,True
636,PLh2nbc,PLh2S,Poland,Poland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 636","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0256,backbone,True,True
641,PLh2S,PLh2N,Poland,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 641","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0257,backbone,True,True
642,PLh2S,PLh2N,Poland,Poland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 642","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0258,backbone,True,True
644,PLh2S,PLh2nbc,Poland,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 644","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0259,backbone,True,True
645,PLh2S,PLh2nbc,Poland,Poland,2040,50.0,50.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 645","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0260,backbone,True,True
647,PLh2S,IB-SKh2E,Poland,Slovakia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 647","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0261,backbone,True,True
648,PLh2S,IB-SKh2E,Poland,Slovakia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 648","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0262,backbone,True,True
650,PLh2S,UAh2,Poland,Ukraine,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 650","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0263,backbone,True,True
651,PLh2S,UAh2,Poland,Ukraine,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 651","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0264,backbone,True,True
653,LH2_Tk_PT,PTh2,Portugal,Portugal,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 653","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0265,terminal_backbone,True,True
654,LH2_Tk_PT,PTh2,Portugal,Portugal,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 654","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0266,terminal_backbone,True,True
665,PTh2,ESh2,Portugal,Spain,2030,81.0,81.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 665","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0267,backbone,True,True
666,PTh2,ESh2,Portugal,Spain,2040,81.0,81.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 666","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0268,backbone,True,True
668,ROh2,BGh2,Romania,Bulgaria,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 668","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0269,backbone,True,True
669,ROh2,BGh2,Romania,Bulgaria,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 669","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0270,backbone,True,True
671,ROh2,HUh2,Romania,Hungary,2030,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 671","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0271,backbone,True,True
672,ROh2,HUh2,Romania,Hungary,2040,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 672","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0272,backbone,True,True
674,ROh2,MDh2,Romania,Moldavia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 674","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0273,backbone,True,True
675,ROh2,MDh2,Romania,Moldavia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 675","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0274,backbone,True,True
680,ROh2,RSh2,Romania,Serbia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 680","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0275,backbone,True,True
681,ROh2,RSh2,Romania,Serbia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 681","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0276,backbone,True,True
683,ROh2,UAh2,Romania,Ukraine,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 683","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0277,backbone,True,True
684,ROh2,UAh2,Romania,Ukraine,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 684","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0278,backbone,True,True
686,RSh2,HRh2,Serbia,Croatia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 686","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0279,backbone,True,True
687,RSh2,HRh2,Serbia,Croatia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 687","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0280,backbone,True,True
689,RSh2,HUh2,Serbia,Hungary,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 689","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0281,backbone,True,True
690,RSh2,HUh2,Serbia,Hungary,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 690","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0282,backbone,True,True
692,RSh2,ROh2,Serbia,Romania,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 692","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0283,backbone,True,True
693,RSh2,ROh2,Serbia,Romania,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 693","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0284,backbone,True,True
695,IB-SKh2W,ATh2,Slovakia,Austria,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 695","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0285,backbone,True,True
696,IB-SKh2W,ATh2,Slovakia,Austria,2040,144.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 696","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0286,backbone,True,True
698,IB-SKh2W,CZh2,Slovakia,Czechia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 698","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0287,backbone,True,True
699,IB-SKh2W,CZh2,Slovakia,Czechia,2040,144.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 699","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0288,backbone,True,True
701,IB-SKh2C,HUh2,Slovakia,Hungary,2030,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 701","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0289,backbone,True,True
702,IB-SKh2C,HUh2,Slovakia,Hungary,2040,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 702","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0290,backbone,True,True
704,IB-SKh2E,PLh2S,Slovakia,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 704","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0291,backbone,True,True
705,IB-SKh2E,PLh2S,Slovakia,Poland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 705","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0292,backbone,True,True
707,IB-SKh2C,SKh2E,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 707","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0293,backbone,True,True
708,IB-SKh2C,SKh2E,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 708","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0294,backbone,True,True
710,IB-SKh2C,SKh2W,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 710","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0295,backbone,True,True
711,IB-SKh2C,SKh2W,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 711","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0296,backbone,True,True
713,IB-SKh2E,SKh2E,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 713","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0297,backbone,True,True
714,IB-SKh2E,SKh2E,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 714","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0298,backbone,True,True
716,IB-SKh2W,SKh2W,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 716","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0299,backbone,True,True
717,IB-SKh2W,SKh2W,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 717","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0300,backbone,True,True
737,SKh2E,IB-SKh2C,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 737","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0301,backbone,True,True
738,SKh2E,IB-SKh2C,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 738","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0302,backbone,True,True
740,SKh2E,IB-SKh2E,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 740","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0303,backbone,True,True
741,SKh2E,IB-SKh2E,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 741","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0304,backbone,True,True
746,SKh2W,IB-SKh2C,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 746","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0305,backbone,True,True
747,SKh2W,IB-SKh2C,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 747","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0306,backbone,True,True
749,SKh2W,IB-SKh2W,Slovakia,Slovakia,2030,0.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 749","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0307,backbone,True,True
750,SKh2W,IB-SKh2W,Slovakia,Slovakia,2040,144.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 750","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0308,backbone,True,True
755,IB-SKh2E,UAh2,Slovakia,Ukraine,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 755","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0309,backbone,True,True
756,IB-SKh2E,UAh2,Slovakia,Ukraine,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 756","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0310,backbone,True,True
758,SIh2,ATh2,Slovenia,Austria,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 758","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0311,backbone,True,True
759,SIh2,ATh2,Slovenia,Austria,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 759","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0312,backbone,True,True
761,SIh2,HRh2,Slovenia,Croatia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 761","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0313,backbone,True,True
762,SIh2,HRh2,Slovenia,Croatia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 762","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0314,backbone,True,True
764,SIh2,HUh2,Slovenia,Hungary,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 764","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0315,backbone,True,True
765,SIh2,HUh2,Slovenia,Hungary,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 765","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0316,backbone,True,True
767,SIh2,ITh2,Slovenia,Italy,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 767","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0317,backbone,True,True
768,SIh2,ITh2,Slovenia,Italy,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 768","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0318,backbone,True,True
776,ESh2,FRh2S,Spain,France,2030,216.0,216.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 776","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0319,backbone,True,True
777,ESh2,FRh2S,Spain,France,2040,216.0,216.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 777","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0320,backbone,True,True
779,ESh2,FRh2SW,Spain,France,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 779","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0321,backbone,True,True
780,ESh2,FRh2SW,Spain,France,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 780","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0322,backbone,True,True
782,ESh2,ITh2,Spain,Italy,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 782","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0323,backbone,True,True
783,ESh2,ITh2,Spain,Italy,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 783","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0324,backbone,True,True
785,ESh2,PTh2,Spain,Portugal,2030,81.0,81.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 785","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0325,backbone,True,True
786,ESh2,PTh2,Spain,Portugal,2040,81.0,81.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 786","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0326,backbone,True,True
800,SEh2,FIh2Al,Sweden,Finland,2030,504.0,504.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 800","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0327,backbone,True,True
801,SEh2,FIh2Al,Sweden,Finland,2040,504.0,504.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 801","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0328,backbone,True,True
803,SEh2,FIh2N,Sweden,Finland,2030,162.0,162.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 803","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0329,backbone,True,True
804,SEh2,FIh2N,Sweden,Finland,2040,162.0,162.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 804","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0330,backbone,True,True
809,CHh2,FRh2,Switzerland,France,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 809","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0331,backbone,True,True
810,CHh2,FRh2,Switzerland,France,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 810","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0332,backbone,True,True
812,CHh2,DEh2,Switzerland,Germany,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 812","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0333,backbone,True,True
813,CHh2,DEh2,Switzerland,Germany,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 813","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0334,backbone,True,True
815,CHh2,IB-ITh2,Switzerland,Italy,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 815","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0335,backbone,True,True
816,CHh2,IB-ITh2,Switzerland,Italy,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 816","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0336,backbone,True,True
818,TRh2,GRh2,Turkey,Greece,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 818","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0337,backbone,True,True
819,TRh2,GRh2,Turkey,Greece,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 819","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0338,backbone,True,True
821,UAh2,HUh2,Ukraine,Hungary,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 821","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0339,backbone,True,True
822,UAh2,HUh2,Ukraine,Hungary,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 822","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0340,backbone,True,True
824,UAh2,PLh2S,Ukraine,Poland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 824","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0341,backbone,True,True
825,UAh2,PLh2S,Ukraine,Poland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 825","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0342,backbone,True,True
827,UAh2,ROh2,Ukraine,Romania,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 827","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0343,backbone,True,True
828,UAh2,ROh2,Ukraine,Romania,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 828","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0344,backbone,True,True
830,UAh2,IB-SKh2E,Ukraine,Slovakia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 830","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0345,backbone,True,True
831,UAh2,IB-SKh2E,Ukraine,Slovakia,2040,144.0,144.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 831","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0346,backbone,True,True
833,UKh2/INT,BEh2,United Kingdom,Belgium,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 833","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0347,backbone,True,True
834,UKh2/INT,BEh2,United Kingdom,Belgium,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 834","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0348,backbone,True,True
836,UKh2,IEh2,United Kingdom,Ireland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 836","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0349,backbone,True,True
837,UKh2,IEh2,United Kingdom,Ireland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 837","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0350,backbone,True,True
839,UKh2,NLh2,United Kingdom,Netherlands,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 839","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0351,backbone,True,True
840,UKh2,NLh2,United Kingdom,Netherlands,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 840","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0352,backbone,True,True
845,UKh2,UKh2/INT,United Kingdom,United Kingdom,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 845","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0353,backbone,True,True
846,UKh2,UKh2/INT,United Kingdom,United Kingdom,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 846","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0354,backbone,True,True
848,UKh2/INT,UKh2,United Kingdom,United Kingdom,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 848","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0355,backbone,True,True
849,UKh2/INT,UKh2,United Kingdom,United Kingdom,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 849","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0356,backbone,True,True
